SMILES,C,H,N
[NH2][N]=[N][NH][NH2],0,5,5
[NH2][N]=[c]1[cH][cH]1,3,4,2
[NH2][N]=[c]1[cH][n]1,2,3,3
[NH2][N]=[c]1[c]#[c]1,3,2,2
[NH2][N]=[c]1[c][cH]1,3,3,2
[NH2][N]=[c]1[c][c]1,3,2,2
[NH2][N]=[c]1[c][n]1,2,2,3
[NH2][N]=[c]1[n][n]1,1,2,4
[NH2][N][CH2][NH][NH2],1,7,4
[NH2][N][CH2][N][NH2],1,6,4
[NH2][N][CH]([NH2])[NH2],1,7,4
[NH2][N][CH]1[CH2][CH2]1,3,7,2
[NH2][N][CH]1[CH2][NH]1,2,6,3
[NH2][N][CH]1[CH2][N]1,2,5,3
[NH2][N][CH]1[CH]=[CH]1,3,5,2
[NH2][N][CH]1[CH]=[N]1,2,4,3
[NH2][N][CH]1[CH][CH2]1,3,6,2
[NH2][N][CH]1[CH][CH]1,3,5,2
[NH2][N][CH]1[CH][NH]1,2,5,3
[NH2][N][CH]1[CH][N]1,2,4,3
[NH2][N][CH]1[C]#[C]1,3,3,2
[NH2][N][CH]1[C]=[CH]1,3,4,2
[NH2][N][CH]1[C]=[C]1,3,3,2
[NH2][N][CH]1[C]=[N]1,2,3,3
[NH2][N][CH]1[C][CH2]1,3,5,2
[NH2][N][CH]1[C][CH]1,3,4,2
[NH2][N][CH]1[C][C]1,3,3,2
[NH2][N][CH]1[C][NH]1,2,4,3
[NH2][N][CH]1[C][N]1,2,3,3
[NH2][N][CH]1[NH][NH]1,1,5,4
[NH2][N][CH]1[N]=[N]1,1,3,4
[NH2][N][CH]1[N][NH]1,1,4,4
[NH2][N][CH]1[N][N]1,1,3,4
[NH2][N][CH]=[N][NH2],1,5,4
[NH2][N][CH][NH][NH2],1,6,4
[NH2][N][CH][N][NH2],1,5,4
[NH2][N][C]([NH2])[NH2],1,6,4
[NH2][N][C]1=[CH][CH2]1,3,5,2
[NH2][N][C]1=[CH][CH]1,3,4,2
[NH2][N][C]1=[CH][C]1,3,3,2
[NH2][N][C]1=[CH][NH]1,2,4,3
[NH2][N][C]1=[CH][N]1,2,3,3
[NH2][N][C]1=[C]=[CH]1,3,3,2
[NH2][N][C]1=[C]=[C]1,3,2,2
[NH2][N][C]1=[C]=[N]1,2,2,3
[NH2][N][C]1=[C][CH2]1,3,4,2
[NH2][N][C]1=[C][CH]1,3,3,2
[NH2][N][C]1=[C][C]1,3,2,2
[NH2][N][C]1=[C][NH]1,2,3,3
[NH2][N][C]1=[C][N]1,2,2,3
[NH2][N][C]1=[N][CH2]1,2,4,3
[NH2][N][C]1=[N][CH]1,2,3,3
[NH2][N][C]1=[N][C]1,2,2,3
[NH2][N][C]1=[N][NH]1,1,3,4
[NH2][N][C]1=[N][N]1,1,2,4
[NH2][N][C]1[CH2][CH2]1,3,6,2
[NH2][N][C]1[CH2][NH]1,2,5,3
[NH2][N][C]1[CH2][N]1,2,4,3
[NH2][N][C]1[CH]=[CH]1,3,4,2
[NH2][N][C]1[CH]=[N]1,2,3,3
[NH2][N][C]1[CH][CH2]1,3,5,2
[NH2][N][C]1[CH][CH]1,3,4,2
[NH2][N][C]1[CH][NH]1,2,4,3
[NH2][N][C]1[CH][N]1,2,3,3
[NH2][N][C]1[C]#[C]1,3,2,2
[NH2][N][C]1[C]=[CH]1,3,3,2
[NH2][N][C]1[C]=[C]1,3,2,2
[NH2][N][C]1[C]=[N]1,2,2,3
[NH2][N][C]1[C][CH2]1,3,4,2
[NH2][N][C]1[C][CH]1,3,3,2
[NH2][N][C]1[C][C]1,3,2,2
[NH2][N][C]1[C][NH]1,2,3,3
[NH2][N][C]1[C][N]1,2,2,3
[NH2][N][C]1[NH][NH]1,1,4,4
[NH2][N][C]1[N]=[N]1,1,2,4
[NH2][N][C]1[N][NH]1,1,3,4
[NH2][N][C]1[N][N]1,1,2,4
[NH2][N][C]=[N][NH2],1,4,4
[NH2][N][C][NH][NH2],1,5,4
[NH2][N][C][N][NH2],1,4,4
[NH2][N][NH][NH][NH2],0,6,5
[NH2][N][NH][N][NH2],0,5,5
[NH2][N][N]([NH2])[NH2],0,6,5
[NH2][N][N]1[CH2][CH2]1,2,6,3
[NH2][N][N]1[CH2][NH]1,1,5,4
[NH2][N][N]1[CH2][N]1,1,4,4
[NH2][N][N]1[CH]=[CH]1,2,4,3
[NH2][N][N]1[CH]=[N]1,1,3,4
[NH2][N][N]1[CH][CH2]1,2,5,3
[NH2][N][N]1[CH][CH]1,2,4,3
[NH2][N][N]1[CH][NH]1,1,4,4
[NH2][N][N]1[CH][N]1,1,3,4
[NH2][N][N]1[C]#[C]1,2,2,3
[NH2][N][N]1[C]=[CH]1,2,3,3
[NH2][N][N]1[C]=[C]1,2,2,3
[NH2][N][N]1[C]=[N]1,1,2,4
[NH2][N][N]1[C][CH2]1,2,4,3
[NH2][N][N]1[C][CH]1,2,3,3
[NH2][N][N]1[C][C]1,2,2,3
[NH2][N][N]1[C][NH]1,1,3,4
[NH2][N][N]1[C][N]1,1,2,4
[NH2][N][N]1[N]=[N]1,0,2,5
[NH2][N][N]1[N][NH]1,0,3,5
[NH2][N][N]1[N][N]1,0,2,5
[NH2][N][N]=[N][NH2],0,4,5
[NH2][N][N][NH][NH2],0,5,5
[NH2][N][N][N][NH2],0,4,5
[NH2][N][n]1[nH][nH]1,0,4,5
[NH2][c]1[cH][nH][nH]1,2,5,3
[NH2][c]1[c]2[nH][n]1-2,2,3,3
[NH2][c]1[c][nH][nH]1,2,4,3
[NH2][c]1[n][nH][nH]1,1,4,4
[NH2][n]1[cH][cH][nH]1,2,5,3
[NH2][n]1[cH][c][nH]1,2,4,3
[NH2][n]1[cH][n][nH]1,1,4,4
[NH2][n]1[c]#[c][nH]1,2,3,3
[NH2][n]1[c]2[cH][n]1-2,2,3,3
[NH2][n]1[c]2[c][n]1-2,2,2,3
[NH2][n]1[c]2[nH][c]1=2,2,3,3
[NH2][n]1[c]2[n][n]1-2,1,2,4
[NH2][n]1[c][cH][nH]1,2,4,3
[NH2][n]1[c][c][nH]1,2,3,3
[NH2][n]1[c][n][nH]1,1,3,4
[NH2][n]1[nH][n]1[NH2],0,5,5
[NH2][n]1[n]2[nH][n]12,0,3,5
[NH2][n]1[n]2[n]1[CH2]2,1,4,4
[NH2][n]1[n]2[n]1[CH]2,1,3,4
[NH2][n]1[n]2[n]1[C]2,1,2,4
[NH2][n]1[n]2[n]1[N]2,0,2,5
[NH2][n]1[n][cH][nH]1,1,4,4
[NH2][n]1[n][c][nH]1,1,3,4
[NH2][n]1[n][n][nH]1,0,3,5
[NH]1[CH]2[CH]3[CH]1[CH]23,4,5,1
[NH]1[CH]2[CH]3[CH]1[N]23,3,4,2
[NH]1[CH]2[CH]3[CH]2[N]13,3,4,2
[NH]1[CH]2[CH]3[NH][C]123,3,4,2
[NH]1[CH]2[CH]3[N]1[N]23,2,3,3
[NH]1[CH]2[C]3=[C]2[CH]13,4,3,1
[NH]1[CH]2[C]3=[C]2[N]13,3,2,2
[NH]1[CH]2[C]3[CH]1[CH]32,4,4,1
[NH]1[CH]2[C]3[CH]1[N]32,3,3,2
[NH]1[CH]2[C]3[CH]2[N]13,3,3,2
[NH]1[CH]2[C]3[C]2[CH]13,4,3,1
[NH]1[CH]2[C]3[C]2[N]13,3,2,2
[NH]1[CH]2[C]3[N]1[N]32,2,2,3
[NH]1[CH]2[NH][CH]1[NH]2,2,5,3
[NH]1[CH]2[NH][N]1[NH]2,1,4,4
[NH]1[CH]2[N]3[CH]1[N]23,2,3,3
[NH]1[CH]2[N]3[NH][C]123,2,3,3
[NH]1[CH]2[n]3[n]1[n]32,1,2,4
[NH]1[C]23[CH]4[CH]2[C]143,4,3,1
[NH]1[C]23[CH]4[N]2[C]143,3,2,2
[NH]1[C]23[C]4=[C]2[C]143,4,1,1
[NH]1[C]23[C]4[CH]2[C]143,4,2,1
[NH]1[C]23[C]4[C]2[C]143,4,1,1
[NH]1[C]23[C]4[N]2[C]143,3,1,2
[NH]1[C]23[NH][C]12[NH]3,2,3,3
[NH]1[C]23[N]4[N]2[C]143,2,1,3
[NH]1[C]2=[C]3[CH]1[CH]23,4,3,1
[NH]1[C]2=[C]3[CH]1[N]23,3,2,2
[NH]1[C]2=[C]3[C]2[CH]13,4,2,1
[NH]1[C]2=[C]3[NH][C]123,3,2,2
[NH]1[C]2[CH]3[CH]1[CH]23,4,4,1
[NH]1[C]2[CH]3[CH]1[N]23,3,3,2
[NH]1[C]2[CH]3[CH]2[N]13,3,3,2
[NH]1[C]2[CH]3[C]1[CH]23,4,3,1
[NH]1[C]2[CH]3[C]1[N]23,3,2,2
[NH]1[C]2[CH]3[NH][C]123,3,3,2
[NH]1[C]2[CH]3[N]1[N]23,2,2,3
[NH]1[C]2[C]3=[C]1[CH]23,4,2,1
[NH]1[C]2[C]3=[C]1[N]23,3,1,2
[NH]1[C]2[C]3=[C]2[CH]13,4,2,1
[NH]1[C]2[C]3=[C]2[C]13,4,1,1
[NH]1[C]2[C]3=[C]2[N]13,3,1,2
[NH]1[C]2[C]3[CH]1[CH]23,4,3,1
[NH]1[C]2[C]3[CH]1[N]23,3,2,2
[NH]1[C]2[C]3[CH]2[N]13,3,2,2
[NH]1[C]2[C]3[C]1=[C]23,4,1,1
[NH]1[C]2[C]3[C]1[CH]23,4,2,1
[NH]1[C]2[C]3[C]1[C]23,4,1,1
[NH]1[C]2[C]3[C]1[N]23,3,1,2
[NH]1[C]2[C]3[C]2[CH]13,4,2,1
[NH]1[C]2[C]3[C]2[N]13,3,1,2
[NH]1[C]2[C]3[NH][C]123,3,2,2
[NH]1[C]2[C]3[N]1[N]23,2,1,3
[NH]1[C]2[NH][CH]1[NH]2,2,4,3
[NH]1[C]2[NH][C]1[NH]2,2,3,3
[NH]1[C]2[NH][N]1[NH]2,1,3,4
[NH]1[C]2[N]3[CH]1[N]23,2,2,3
[NH]1[C]2[N]3[C]1[N]23,2,1,3
[NH]1[C]2[N]3[NH][C]123,2,2,3
[NH]1[C]2[n]3[n]1[n]32,1,1,4
[NH]1[NH][CH]2[NH][CH]12,2,5,3
[NH]1[NH][CH]2[NH][C]12,2,4,3
[NH]1[NH][C]12[NH][NH]2,1,4,4
[NH]1[NH][C]2[NH][C]12,2,3,3
[NH]1[NH][N]2[NH][CH]12,1,4,4
[NH]1[NH][N]2[NH][C]12,1,3,4
[NH]1[N]2[CH]3[CH]2[N]13,2,3,3
[NH]1[N]2[CH]3[N]1[N]32,1,2,4
[NH]1[N]2[C]3[CH]2[N]13,2,2,3
[NH]1[N]2[C]3[C]2[N]13,2,1,3
[NH]1[N]2[C]3[N]1[N]32,1,1,4
[NH]1[N]2[NH][N]1[NH]2,0,3,5
[NH]1[N]2[N]3[NH][C]123,1,2,4
[NH]1[c]2[nH][nH][c]21,2,3,3
[NH]1[n]2[c]3[c]2[n]31,2,1,3
[NH]=[CH][CH2][CH2][NH2],3,8,2
[NH]=[CH][CH2][CH]=[NH],3,6,2
[NH]=[CH][CH2][CH][NH2],3,7,2
[NH]=[CH][CH2][C][NH2],3,6,2
[NH]=[CH][CH2][NH][NH2],2,7,3
[NH]=[CH][CH2][N]=[NH],2,5,3
[NH]=[CH][CH2][N][NH2],2,6,3
[NH]=[CH][CH]([NH2])[NH2],2,7,3
[NH]=[CH][CH]1[CH2][CH2]1,4,7,1
[NH]=[CH][CH]1[CH2][NH]1,3,6,2
[NH]=[CH][CH]1[CH2][N]1,3,5,2
[NH]=[CH][CH]1[CH]=[CH]1,4,5,1
[NH]=[CH][CH]1[CH]=[N]1,3,4,2
[NH]=[CH][CH]1[CH][CH2]1,4,6,1
[NH]=[CH][CH]1[CH][CH]1,4,5,1
[NH]=[CH][CH]1[CH][NH]1,3,5,2
[NH]=[CH][CH]1[CH][N]1,3,4,2
[NH]=[CH][CH]1[C]#[C]1,4,3,1
[NH]=[CH][CH]1[C]=[CH]1,4,4,1
[NH]=[CH][CH]1[C]=[C]1,4,3,1
[NH]=[CH][CH]1[C]=[N]1,3,3,2
[NH]=[CH][CH]1[C][CH2]1,4,5,1
[NH]=[CH][CH]1[C][CH]1,4,4,1
[NH]=[CH][CH]1[C][C]1,4,3,1
[NH]=[CH][CH]1[C][NH]1,3,4,2
[NH]=[CH][CH]1[C][N]1,3,3,2
[NH]=[CH][CH]1[NH][NH]1,2,5,3
[NH]=[CH][CH]1[N]=[N]1,2,3,3
[NH]=[CH][CH]1[N][NH]1,2,4,3
[NH]=[CH][CH]1[N][N]1,2,3,3
[NH]=[CH][CH]=[CH][NH2],3,6,2
[NH]=[CH][CH]=[C][NH2],3,5,2
[NH]=[CH][CH]=[N][NH2],2,5,3
[NH]=[CH][CH][CH2][NH2],3,7,2
[NH]=[CH][CH][CH]=[NH],3,5,2
[NH]=[CH][CH][CH][NH2],3,6,2
[NH]=[CH][CH][C][NH2],3,5,2
[NH]=[CH][CH][NH][NH2],2,6,3
[NH]=[CH][CH][N]=[NH],2,4,3
[NH]=[CH][CH][N][NH2],2,5,3
[NH]=[CH][C]#[C][NH2],3,4,2
[NH]=[CH][C](=[NH])[NH2],2,5,3
[NH]=[CH][C]([NH2])[NH2],2,6,3
[NH]=[CH][C]1=[CH][CH2]1,4,5,1
[NH]=[CH][C]1=[CH][CH]1,4,4,1
[NH]=[CH][C]1=[CH][C]1,4,3,1
[NH]=[CH][C]1=[CH][NH]1,3,4,2
[NH]=[CH][C]1=[CH][N]1,3,3,2
[NH]=[CH][C]1=[C]=[CH]1,4,3,1
[NH]=[CH][C]1=[C]=[C]1,4,2,1
[NH]=[CH][C]1=[C]=[N]1,3,2,2
[NH]=[CH][C]1=[C][CH2]1,4,4,1
[NH]=[CH][C]1=[C][CH]1,4,3,1
[NH]=[CH][C]1=[C][C]1,4,2,1
[NH]=[CH][C]1=[C][NH]1,3,3,2
[NH]=[CH][C]1=[C][N]1,3,2,2
[NH]=[CH][C]1=[N][CH2]1,3,4,2
[NH]=[CH][C]1=[N][CH]1,3,3,2
[NH]=[CH][C]1=[N][C]1,3,2,2
[NH]=[CH][C]1=[N][NH]1,2,3,3
[NH]=[CH][C]1=[N][N]1,2,2,3
[NH]=[CH][C]1[CH2][CH2]1,4,6,1
[NH]=[CH][C]1[CH2][NH]1,3,5,2
[NH]=[CH][C]1[CH2][N]1,3,4,2
[NH]=[CH][C]1[CH]=[CH]1,4,4,1
[NH]=[CH][C]1[CH]=[N]1,3,3,2
[NH]=[CH][C]1[CH][CH2]1,4,5,1
[NH]=[CH][C]1[CH][CH]1,4,4,1
[NH]=[CH][C]1[CH][NH]1,3,4,2
[NH]=[CH][C]1[CH][N]1,3,3,2
[NH]=[CH][C]1[C]#[C]1,4,2,1
[NH]=[CH][C]1[C]=[CH]1,4,3,1
[NH]=[CH][C]1[C]=[C]1,4,2,1
[NH]=[CH][C]1[C]=[N]1,3,2,2
[NH]=[CH][C]1[C][CH2]1,4,4,1
[NH]=[CH][C]1[C][CH]1,4,3,1
[NH]=[CH][C]1[C][C]1,4,2,1
[NH]=[CH][C]1[C][NH]1,3,3,2
[NH]=[CH][C]1[C][N]1,3,2,2
[NH]=[CH][C]1[NH][NH]1,2,4,3
[NH]=[CH][C]1[N]=[N]1,2,2,3
[NH]=[CH][C]1[N][NH]1,2,3,3
[NH]=[CH][C]1[N][N]1,2,2,3
[NH]=[CH][C]=[CH][NH2],3,5,2
[NH]=[CH][C]=[C][NH2],3,4,2
[NH]=[CH][C]=[N][NH2],2,4,3
[NH]=[CH][C][CH2][NH2],3,6,2
[NH]=[CH][C][CH]=[NH],3,4,2
[NH]=[CH][C][CH][NH2],3,5,2
[NH]=[CH][C][C][NH2],3,4,2
[NH]=[CH][C][NH][NH2],2,5,3
[NH]=[CH][C][N]=[NH],2,3,3
[NH]=[CH][C][N][NH2],2,4,3
[NH]=[CH][NH][CH2][NH2],2,7,3
[NH]=[CH][NH][CH]=[NH],2,5,3
[NH]=[CH][NH][CH][NH2],2,6,3
[NH]=[CH][NH][C][NH2],2,5,3
[NH]=[CH][NH][NH][NH2],1,6,4
[NH]=[CH][NH][N]=[NH],1,4,4
[NH]=[CH][NH][N][NH2],1,5,4
[NH]=[CH][N]([NH2])[NH2],1,6,4
[NH]=[CH][N]1[CH2][CH2]1,3,6,2
[NH]=[CH][N]1[CH2][NH]1,2,5,3
[NH]=[CH][N]1[CH2][N]1,2,4,3
[NH]=[CH][N]1[CH]=[CH]1,3,4,2
[NH]=[CH][N]1[CH]=[N]1,2,3,3
[NH]=[CH][N]1[CH][CH2]1,3,5,2
[NH]=[CH][N]1[CH][CH]1,3,4,2
[NH]=[CH][N]1[CH][NH]1,2,4,3
[NH]=[CH][N]1[CH][N]1,2,3,3
[NH]=[CH][N]1[C]#[C]1,3,2,2
[NH]=[CH][N]1[C]=[CH]1,3,3,2
[NH]=[CH][N]1[C]=[C]1,3,2,2
[NH]=[CH][N]1[C]=[N]1,2,2,3
[NH]=[CH][N]1[C][CH2]1,3,4,2
[NH]=[CH][N]1[C][CH]1,3,3,2
[NH]=[CH][N]1[C][C]1,3,2,2
[NH]=[CH][N]1[C][NH]1,2,3,3
[NH]=[CH][N]1[C][N]1,2,2,3
[NH]=[CH][N]1[N]=[N]1,1,2,4
[NH]=[CH][N]1[N][NH]1,1,3,4
[NH]=[CH][N]1[N][N]1,1,2,4
[NH]=[CH][N]=[CH][NH2],2,5,3
[NH]=[CH][N]=[C][NH2],2,4,3
[NH]=[CH][N]=[N][NH2],1,4,4
[NH]=[CH][N][CH2][NH2],2,6,3
[NH]=[CH][N][CH]=[NH],2,4,3
[NH]=[CH][N][CH][NH2],2,5,3
[NH]=[CH][N][C][NH2],2,4,3
[NH]=[CH][N][NH][NH2],1,5,4
[NH]=[CH][N][N]=[NH],1,3,4
[NH]=[CH][N][N][NH2],1,4,4
[NH]=[CH][n]1[nH][nH]1,1,4,4
[NH]=[C]([NH2])[CH2][NH2],2,7,3
[NH]=[C]([NH2])[CH][NH2],2,6,3
[NH]=[C]([NH2])[C][NH2],2,5,3
[NH]=[C]([NH2])[NH][NH2],1,6,4
[NH]=[C]([NH2])[N][NH2],1,5,4
[NH]=[C]1[CH2][CH2][CH2]1,4,7,1
[NH]=[C]1[CH2][CH2][NH]1,3,6,2
[NH]=[C]1[CH2][CH2][N]1,3,5,2
[NH]=[C]1[CH2][CH]1[NH2],3,6,2
[NH]=[C]1[CH2][CH]=[N]1,3,4,2
[NH]=[C]1[CH2][CH][CH2]1,4,6,1
[NH]=[C]1[CH2][CH][NH]1,3,5,2
[NH]=[C]1[CH2][CH][N]1,3,4,2
[NH]=[C]1[CH2][C]1=[NH],3,4,2
[NH]=[C]1[CH2][C]1[NH2],3,5,2
[NH]=[C]1[CH2][C]=[N]1,3,3,2
[NH]=[C]1[CH2][C][CH2]1,4,5,1
[NH]=[C]1[CH2][C][NH]1,3,4,2
[NH]=[C]1[CH2][C][N]1,3,3,2
[NH]=[C]1[CH2][NH][CH2]1,3,6,2
[NH]=[C]1[CH2][NH][NH]1,2,5,3
[NH]=[C]1[CH2][NH][N]1,2,4,3
[NH]=[C]1[CH2][N]1[NH2],2,5,3
[NH]=[C]1[CH2][N]=[N]1,2,3,3
[NH]=[C]1[CH2][N][CH2]1,3,5,2
[NH]=[C]1[CH2][N][NH]1,2,4,3
[NH]=[C]1[CH2][N][N]1,2,3,3
[NH]=[C]1[CH]2[CH2][CH]12,4,5,1
[NH]=[C]1[CH]2[CH2][N]12,3,4,2
[NH]=[C]1[CH]2[CH][CH]12,4,4,1
[NH]=[C]1[CH]2[CH][N]12,3,3,2
[NH]=[C]1[CH]2[C][CH]12,4,3,1
[NH]=[C]1[CH]2[C][N]12,3,2,2
[NH]=[C]1[CH]2[NH][CH]12,3,4,2
[NH]=[C]1[CH]2[NH][N]12,2,3,3
[NH]=[C]1[CH]2[N][CH]12,3,3,2
[NH]=[C]1[CH]2[N][N]12,2,2,3
[NH]=[C]1[CH]=[CH][CH2]1,4,5,1
[NH]=[C]1[CH]=[CH][NH]1,3,4,2
[NH]=[C]1[CH]=[CH][N]1,3,3,2
[NH]=[C]1[CH]=[C]=[CH]1,4,3,1
[NH]=[C]1[CH]=[C]=[N]1,3,2,2
[NH]=[C]1[CH]=[C][CH2]1,4,4,1
[NH]=[C]1[CH]=[C][NH]1,3,3,2
[NH]=[C]1[CH]=[C][N]1,3,2,2
[NH]=[C]1[CH]=[N][CH2]1,3,4,2
[NH]=[C]1[CH]=[N][NH]1,2,3,3
[NH]=[C]1[CH]=[N][N]1,2,2,3
[NH]=[C]1[CH][CH2][CH2]1,4,6,1
[NH]=[C]1[CH][CH2][CH]1,4,5,1
[NH]=[C]1[CH][CH2][NH]1,3,5,2
[NH]=[C]1[CH][CH2][N]1,3,4,2
[NH]=[C]1[CH][CH]1[NH2],3,5,2
[NH]=[C]1[CH][CH]=[CH]1,4,4,1
[NH]=[C]1[CH][CH]=[N]1,3,3,2
[NH]=[C]1[CH][CH][CH2]1,4,5,1
[NH]=[C]1[CH][CH][CH]1,4,4,1
[NH]=[C]1[CH][CH][NH]1,3,4,2
[NH]=[C]1[CH][CH][N]1,3,3,2
[NH]=[C]1[CH][C]1=[NH],3,3,2
[NH]=[C]1[CH][C]1[NH2],3,4,2
[NH]=[C]1[CH][C]=[CH]1,4,3,1
[NH]=[C]1[CH][C]=[N]1,3,2,2
[NH]=[C]1[CH][C][CH2]1,4,4,1
[NH]=[C]1[CH][C][CH]1,4,3,1
[NH]=[C]1[CH][C][NH]1,3,3,2
[NH]=[C]1[CH][C][N]1,3,2,2
[NH]=[C]1[CH][NH][CH2]1,3,5,2
[NH]=[C]1[CH][NH][CH]1,3,4,2
[NH]=[C]1[CH][NH][NH]1,2,4,3
[NH]=[C]1[CH][NH][N]1,2,3,3
[NH]=[C]1[CH][N]1[NH2],2,4,3
[NH]=[C]1[CH][N]=[CH]1,3,3,2
[NH]=[C]1[CH][N]=[N]1,2,2,3
[NH]=[C]1[CH][N][CH2]1,3,4,2
[NH]=[C]1[CH][N][CH]1,3,3,2
[NH]=[C]1[CH][N][NH]1,2,3,3
[NH]=[C]1[CH][N][N]1,2,2,3
[NH]=[C]1[C]#[C][CH2]1,4,3,1
[NH]=[C]1[C]#[C][CH]1,4,2,1
[NH]=[C]1[C]#[C][NH]1,3,2,2
[NH]=[C]1[C]#[C][N]1,3,1,2
[NH]=[C]1[C]2=[CH][CH]12,4,3,1
[NH]=[C]1[C]2=[CH][N]12,3,2,2
[NH]=[C]1[C]2=[C][CH]12,4,2,1
[NH]=[C]1[C]2=[C][N]12,3,1,2
[NH]=[C]1[C]2=[N][CH]12,3,2,2
[NH]=[C]1[C]2=[N][N]12,2,1,3
[NH]=[C]1[C]2[CH2][CH]21,4,4,1
[NH]=[C]1[C]2[CH2][C]21,4,3,1
[NH]=[C]1[C]2[CH2][N]21,3,3,2
[NH]=[C]1[C]2[CH]=[C]21,4,2,1
[NH]=[C]1[C]2[CH][CH]21,4,3,1
[NH]=[C]1[C]2[CH][C]21,4,2,1
[NH]=[C]1[C]2[CH][N]21,3,2,2
[NH]=[C]1[C]2[C]=[C]21,4,1,1
[NH]=[C]1[C]2[C][CH]21,4,2,1
[NH]=[C]1[C]2[C][C]21,4,1,1
[NH]=[C]1[C]2[C][N]21,3,1,2
[NH]=[C]1[C]2[NH][CH]21,3,3,2
[NH]=[C]1[C]2[NH][C]21,3,2,2
[NH]=[C]1[C]2[NH][N]21,2,2,3
[NH]=[C]1[C]2[N]=[C]21,3,1,2
[NH]=[C]1[C]2[N][CH]21,3,2,2
[NH]=[C]1[C]2[N][C]21,3,1,2
[NH]=[C]1[C]2[N][N]21,2,1,3
[NH]=[C]1[C]=[CH][CH2]1,4,4,1
[NH]=[C]1[C]=[CH][CH]1,4,3,1
[NH]=[C]1[C]=[CH][NH]1,3,3,2
[NH]=[C]1[C]=[CH][N]1,3,2,2
[NH]=[C]1[C]=[C]=[CH]1,4,2,1
[NH]=[C]1[C]=[C]=[C]1,4,1,1
[NH]=[C]1[C]=[C]=[N]1,3,1,2
[NH]=[C]1[C]=[C][CH2]1,4,3,1
[NH]=[C]1[C]=[C][CH]1,4,2,1
[NH]=[C]1[C]=[C][NH]1,3,2,2
[NH]=[C]1[C]=[C][N]1,3,1,2
[NH]=[C]1[C]=[N][CH2]1,3,3,2
[NH]=[C]1[C]=[N][CH]1,3,2,2
[NH]=[C]1[C]=[N][NH]1,2,2,3
[NH]=[C]1[C]=[N][N]1,2,1,3
[NH]=[C]1[C][CH2][CH2]1,4,5,1
[NH]=[C]1[C][CH2][CH]1,4,4,1
[NH]=[C]1[C][CH2][C]1,4,3,1
[NH]=[C]1[C][CH2][NH]1,3,4,2
[NH]=[C]1[C][CH2][N]1,3,3,2
[NH]=[C]1[C][CH]1[NH2],3,4,2
[NH]=[C]1[C][CH]=[CH]1,4,3,1
[NH]=[C]1[C][CH]=[C]1,4,2,1
[NH]=[C]1[C][CH]=[N]1,3,2,2
[NH]=[C]1[C][CH][CH2]1,4,4,1
[NH]=[C]1[C][CH][CH]1,4,3,1
[NH]=[C]1[C][CH][C]1,4,2,1
[NH]=[C]1[C][CH][NH]1,3,3,2
[NH]=[C]1[C][CH][N]1,3,2,2
[NH]=[C]1[C][C]#[C]1,4,1,1
[NH]=[C]1[C][C]1=[NH],3,2,2
[NH]=[C]1[C][C]1[NH2],3,3,2
[NH]=[C]1[C][C]=[CH]1,4,2,1
[NH]=[C]1[C][C]=[C]1,4,1,1
[NH]=[C]1[C][C]=[N]1,3,1,2
[NH]=[C]1[C][C][CH2]1,4,3,1
[NH]=[C]1[C][C][CH]1,4,2,1
[NH]=[C]1[C][C][C]1,4,1,1
[NH]=[C]1[C][C][NH]1,3,2,2
[NH]=[C]1[C][C][N]1,3,1,2
[NH]=[C]1[C][NH][CH2]1,3,4,2
[NH]=[C]1[C][NH][CH]1,3,3,2
[NH]=[C]1[C][NH][C]1,3,2,2
[NH]=[C]1[C][NH][NH]1,2,3,3
[NH]=[C]1[C][NH][N]1,2,2,3
[NH]=[C]1[C][N]1[NH2],2,3,3
[NH]=[C]1[C][N]=[CH]1,3,2,2
[NH]=[C]1[C][N]=[C]1,3,1,2
[NH]=[C]1[C][N]=[N]1,2,1,3
[NH]=[C]1[C][N][CH2]1,3,3,2
[NH]=[C]1[C][N][CH]1,3,2,2
[NH]=[C]1[C][N][C]1,3,1,2
[NH]=[C]1[C][N][NH]1,2,2,3
[NH]=[C]1[C][N][N]1,2,1,3
[NH]=[C]1[NH][CH2][NH]1,2,5,3
[NH]=[C]1[NH][CH]1[NH2],2,5,3
[NH]=[C]1[NH][CH][NH]1,2,4,3
[NH]=[C]1[NH][C]1[NH2],2,4,3
[NH]=[C]1[NH][C][NH]1,2,3,3
[NH]=[C]1[NH][N]1[NH2],1,4,4
[NH]=[C]1[NH][N][NH]1,1,3,4
[NH]=[C]1[N]2[CH2][N]12,2,3,3
[NH]=[C]1[N]2[CH][N]12,2,2,3
[NH]=[C]1[N]2[C][N]12,2,1,3
[NH]=[C]1[N]2[N][N]12,1,1,4
[NH]=[C]1[N]=[CH][NH]1,2,3,3
[NH]=[C]1[N]=[C]=[N]1,2,1,3
[NH]=[C]1[N]=[C][NH]1,2,2,3
[NH]=[C]1[N]=[N][NH]1,1,2,4
[NH]=[C]1[N][CH2][NH]1,2,4,3
[NH]=[C]1[N][CH2][N]1,2,3,3
[NH]=[C]1[N][CH]1[NH2],2,4,3
[NH]=[C]1[N][CH]=[N]1,2,2,3
[NH]=[C]1[N][CH][NH]1,2,3,3
[NH]=[C]1[N][CH][N]1,2,2,3
[NH]=[C]1[N][C]1=[NH],2,2,3
[NH]=[C]1[N][C]1[NH2],2,3,3
